text,label
"Realize this movie was hyped to the wazoo for being wacky and offbeat. Actually, it's just garbage. The dialogue absolutely RUINS this movie. I realize it's a movie and is not necessarily expected to be realistic but it is so far from reality (and not in a good way) that it's just annoying. The character of Juno occasionally resembles a realistic teenager but most of the time is just a caricature of some type of person I have never seen or heard of in real life. The soundtrack blows. The whole movie is some pretentious attempt to be cool and artsy and instead just comes across as really silly.The only person I found redeeming in this movie was Jason Bateman. He's a great actor and brings a little reality to an otherwise ABSURD movie. To be honest I really hate this movie because with the cast it had it could have been sooooo much better.",1
"I struggle to recognise anything in this that connects with a reality I've encountered, other than a contrived script conjured by fantasists to get a few laughs from the very engaging performer Ellen Page. Every young woman's experience is unique to her and her circumstance but, you really are operating on the bounds of reality with the prospective adoptive parents and the way they were recruiting. Found the whole thing ridiculous and quite probably funded, supported and promoted by those who build placards in their spare time.",1
"Not funny! Don't waste your time and money! If you've seen the previews, you've seen the funniest stuff in the movie (and by the time you hit the movie, those aren't even funny anymore though evidently some of the people in our theater thought they still were)! Overall, our theater was pretty quiet!The acting itself was very good -- probably the only reason I could rank it as high as five, and there was one excellent piece of advice offered to Juno by her father (seen in the previews when he said she should find someone who loves her for who she truly is), but beyond that, it wasn't worth the time! Otherwise, the overall plot was not terribly believable, and the humor just wasn't there!Summary: 5 out of 10 for positive acting skill and mild humor but lack of believability and lack of seriousness or stress in a situation which would prove very stressful.",1
"When I saw the trailer for this film, what seems now like seven months ago now, I cringed. It came off as if the screenwriter was screaming ""Aren't I quirky? Yay!"" I was hoping, even praying, after the hugely positive reviews hit the street, that the trailer was just trying to sell it as a quirky indie flick, and that it was really just a heck of a lot better than that trailer, which, by the time it opened in the Twin Cities, whence screenwriter Diablo Cody hails, I had seen about a thousand times. Alas, no. Not only is it as bad as the trailer made it look, the trailer shows bits from just about every sequence in the film. It doesn't give away one of the movie's big twists, but it does give away about 75% of the jokes. What's truly pathetic is that only about one out of five jokes were funny anyway. And I wasn't the only one who thought so. The theater was packed (Twin Cities residents can't help but flock to any movie that even mentions the state of Minnesota, and the audience got excited at mere references to St. Cloud, Stillwater and Mankato), but not once did the audience collectively find anything uproarious. You'd hear some laughs at most of the jokes, but it was never everybody, and it was only ever sporadic. And the film had its fair share of gags that completely bombed, the audience entirely silent. The plot is incredibly shallow, and completely uninsightful about the issue of teenage pregnancy. Apparently, it's only a condition that requires belabored dialogue and a constant barrage of twee-pop songs to make it out okay. To make it worse, a large portion of the audience was made up of teenage girls. Between this and Britney Spears' sister, I predict teen pregnancy to be all the rage in 2008! Seriously, the whole film sometimes comes off as Diablo Cody making an embarrassing scramble to prove her indie cred. The Stooges! Dario Argento! Belle & Sebastian (okay, I love Belle & Sebastian, too, so sue me). For the most part, the characters are two-dimensional and come off as disconnected from any recognizable reality. For an instance, would an ultrasound technician express her satisfaction that a teen will not be raising the baby so audibly? Would the receptionist at Planned Parenthood treat a patient so cavalierly? The only characters who come off as anything close to three-dimensional are Jason Bateman and Jennifer Garner. Garner in particular is outstanding among the actors, and, with this script, you can put all of the credit with her talent. Her scene in the mall is a knockout (perfect for an Oscar clip, yes?). Really, the performances in general are pretty good. As soon as I saw Ellen Page in X-Men 3, I knew she would be a star. I hate the fact that I think X-Men 3 is her best movie so far, despite the two others she's had that garnered some critical acclaim (Hard Candy and the film presently being discussed). I do wish they'd given Michael Cera, so funny in Superbad, a little more to do. I'd like to propose that we stop Diablo Cody before she strikes again. This script CANNOT win Best Original Screenplay. If I start the hunger strike now, I should be able to get some media coverage. Oh, who am I fooling",1
"We've all done it. We've had that little moment where we think we're clever. We will jot down a poem, a short story or maybe even direct a super poignant student film and try to amaze everyone with our talents. After blowing smoke up our own butts for a while, most of us come back to earth fairly easily. Sometimes, we'll look back on these moments years later and say, ""Ah. My youth. How foolish I was back then.."" and enjoy a bit of nostalgia. Juno is what happens when that moment festers long enough to make it to the big screen.In the first line of the movie, the titular Juno claims that it all started with a chair. I'm thinking it really started with a very pretentious writer named Brook Busey-Hunt (a woman who refers to herself as ""Diablo Cody"" and wrote a memoir when she was only 24, if you want an idea of just how pretentious she is) saying to herself, ""Tee hee! What a neat idea I've just had! A movie that ends with the same thing it begins with! I'm a genius!"" This is pretty much the feeling I got throughout the film; a movie constantly in awe of itself. A movie THINKING it's clever instead of actually making an honest attempt to BE clever. And, as with many films these days, it's designed to be College Kid Quote Fodder. As such, Juno has received much critical acclaim, and yet another bad example of how to make a movie is made. An example that will be copied and recycled to the point of obscenity. If you need proof, look no further than Juno itself, which feels largely derivative of films such as Napoleon Dynamite.It's hard for me to point out anything good about this flick, as nearly every moment of it is so overflowing with arrogance and self indulgence that the finer details are scarcely visible. There were a few moments here and there that made me sort've laugh. Not an audible ""ha-ha"" laugh. Just that little inner laugh where you blow air through your nose once. Most of the dialog is very gimmicky and focuses on making young hipsters feel cool because they have knowledge of semi-current popular culture and the popular culture of yesteryear. Nearly every line is like something out of an episode of Robot Chicken, Venture Brothers or Family Guy, and the young, ignorant, ""edgy"" 20-somethings who are lauding this film as a masterpiece gorge themselves on that sort of thing. The ""THUNDERCATS ARE GO!"" line alone is going to ensure that Juno will be recorded in the annals of history amongst those who wear ""Vote for Pedro"" t-shirts and grown women who still wear those annoying, multi-colored striped socks with all the toes. And there are lot of you. I see you at the mall hanging out in front of HotTopic all the time. And man, Sweeny Todd and Juno at the same time? You guys must be having a liturgy.See? I just did it right there. I was being a snide little jerk who thinks he's funny. But the difference here is that this is just a review soon to be flamed and forgotten, whereas Juno is currently ranked as the 129th greatest movie of all time at IMDb. That might not sound like a big deal, but bare in mind that this puts it above such films as The Gladiator, Annie Hall, The Deer Hunter, Life of Brian, The Princess Bride.. and, well, I don't even want to continue this list. It's too depressing.The film isn't a total loss. There are some decent performances, at the very least. Most notably, we have Juno's parents, played by J.K. Simmons, who many will remember as Jamison from the Spiderman trilogy, and the West Wing's Allison Janney. Their characters were funny, sincere, and had the only worthwhile lines in the film. The would-be parents of Juno's unborn child, played by Jennifer Garner and Jason Bateman, are also played fairly well (though Garner definitely feels more than a bit out of place). The problem is that as convincing and adorable as these characters are, they're peripheral characters with very little to offer. As a matter of fact, the only character in this film who doesn't feel peripheral is Juno herself, played by Ellen Page. Page's performance is a tough one for me to slam because I can't quite tell if she's just wooden or if she's struggling with the awful, novelty dialog Brook Busey-Hunt wrote for her. The other characters aren't so much characters as they are caricatures, and also feel largely peripheral and derivative, even Juno's key love interest in the film.In the end, Juno is just another film to provide young adults something to quote in front of their friends so they sound funny. But because the young people of this generation are so pertinacious and precious, Juno is adored by them and will probably go down in history as a masterpiece along with similar College Kid Quote Fodder movies like 300, Borat and Napoleon Dynamite. I was recommended this movie by a friend, and I was somewhat excited to see it after seeing all the raving in its wake. I won't say for certain that you should or shouldn't see this film. If you think shows like the Venture Brothers or Family Guy are the zenith of comic genius, you will love this movie, and by all means, go see it. If you're a bit less juvenile and have a taste for real comedy like the works of Woody Allen or Mel Brooks, Juno might leave you pretty confused and $8 bucks poorer to boot. Go see Walk Hard instead, while you still can. You'll at least get a good laugh, which is what comedy aims for, and something Juno fails at miserably.",1
"Michael Clayton is not your typical legal thriller. Oh, it has most of the standard trappings of one: double-crossing, shady back room deals, and a guilty client. But in the case of Michael Clayton, the film focuses most of its attention on the questionable moral quagmire of working for guilty clients, living your life protecting those who you can't help but find reprehensible, wanting to get out, but finding you are good at it and that is where your superiors want you. Michael Clayton isn't a revelatory film, but it is a smart one that deals in the grey world that we all live in, not the black and white one legal films are usually about.The central character is Michael Clayton (George Clooney), a ""fixer"" at a major Manhattan law firm. His job entails him cleaning up other's messes, not litigating in a court room. He hates the work, but the senior partner at the firm, Marty Bach (Sydney Pollack), wants him to stay in the job because he has a talent for it. Things are not rosy for Michael right now: his addict brother has run a business venture that Michael was a partner in into the ground, leaving Michael with thousands of dollars in debt; his relationship with his ex-wife is on the rocks, and into this environment comes a whole new caliber of problem: Michael's friend, and fellow attorney, Arthur Edens (Tom Wilkinson), who is a lead attorney for a major case for the firm involving U/North, a huge, multifaceted corporation, has discovered evidence damning to U/North, and has also, seemingly, lost his senses.Arthur begins plotting to publicly expose U/North with this evidence, thereby destroying them, something that U/North's lead corporate attorney, Karen Crowder (Tilda Swinton), cannot allow. Michael is called in to help calm Arthur and bring the situation under control, but it becomes quickly obvious that Arthur cannot be reigned in, and Karen begins looking at far more dire methods of containment.When you walk into Michael Clayton, you need to be prepared for a limited amount of action, and a fair amount of talk. It is a film about words and far less exciting events than found in many movies. Michael Clayton is also not the most straightforwardly plotted film. A great deal of information is suggested through inference and requires the full attention of the audience. But Michael Clayton is hardly boring. It delves into the decisions that individuals make when their livelihood depends on living in a moral quagmire. Michael is a man who is concerned about making sure that he can make the payments on a huge debt and dealing with the sometimes annoying and reprehensible people that the law firm provides its services to. Arthur is in a similar situation, but he can no longer live with himself and the protection of clients who are obviously guilty. It is debatable whether Arthur is mentally unhinged, or simply woken up to the reality of his actions and what they mean in the grander scheme of things.Michael Clayton is the directorial debut of Tony Gilroy, a longtime Hollywood screenwriter, who crafts a film that manages to keep you involved like a good thriller without providing many of the requisite elements: chases, shootouts and fisticuffs. Michael Clayton is a thriller that works at a slower pace, but still manages to enthrall with its developments. Critical to the film's success is its performances. George Clooney gives us a Michael who feels many aspects of his world closing around him and tries to keep all the balls in the air. Tom Wilkinson's turn as Arthur is that of a man who has experienced an epiphany, seeing the world like a newborn baby. Finally, Tilda Swinton's Karen Crowder is a woman who is all about appearance (one of her first scenes reveals her practicing a speech so that it will appear perfect) and ensuring that no one rocks the boat of U/North. She has sold her soul to the devil and will do anything to keep the company intact.Michael Clayton is certainly not everyone's cup of tea. It requires a strong attention span and a willingness to not have everything spelled out for you. If you can provide that, then it is a film experience that will provide some rewards.",1
"In the title role of Michael Clayton, George Clooney is described by himself as exactly that. Whenever there's a big mess he's the one they send in to clean it up. The law firm under managing partner Sydney Pollack has a real mess on his hands. One of the firm's top attorneys Tom Wilkinson has gone off the deep end. He's representing a chemical company accused of poisoning people with a new insecticide they've developed. Cleaning up this mess might be just a baby sitting job with Wilkinson who mentored Clayton. But it has the potential to be worse because this company is guilty as sin and will do anything to limit the liability and keep their good name.Michael Clayton was nominated for a flock of Oscars including Best Actor for George Clooney as a much flawed hero. Takes a while for the better angels of Clooney's nature emerge. Tom Wilkinson as the lawyer with both conscience and schizophrenia steals the acting honors though. He was nominated for Best Supporting Actor. Michael Clayton got a flock of other nominations including Best Picture.The film did take home one bit of Oscar gold. Tilda Swinton as one of the chemical company executives who also has an attack of conscience got a Best Supporting Actress Award. She's quite good herself.The film is an interesting look at big business and the high priced lawyers they must retain to keep them out of trouble. Sad in some cases we have to rely on consciences coming to the fore for any justice at times.Michael Clayton, a well done piece of cinema.",1
"During one scene, high powered corporate lawyer Karen Crowder (Tilda Swinton) practices answers for a coming interview. How do you achieve a work-life balance? The question, of course, could apply to us all.Ideals versus the reality of paying a mortgage? Trapped in a fast lifestyle. You maybe realise what you are doing is less than perfect. How easily can you get out? (One might also ask, how do serious actors balance worthwhile projects against box-office returns. A question that seems to prompt the fluctuating choices of stars like Swinton and Clooney.)By putting such an impasse at the heart of the movie, Michael Clayton becomes more than an edge-of-your-seat legal drama: it is a powerful psychological study that asks how far we will go to avoid facing unpalatable truths.Michael Clayton (George Clooney) is an in-house 'fixer.' He works for a big New York law firm. He sorts out their dirty work. For instance, a big client is involved in a hit-and-run. Or bad stories in the press that need smoothed out. Clayton is good at his job. But discontented. Divorce, gambling addiction, failed business venture, loads of debt. No easy way out, even if he wanted one.U-North is a large agrichemical company (think Constant Gardener). Their in-house chief counsel is Karen Crowder (Tilda Swinton). Karen wants to see off a multi-million dollar class action suit. Clayton's firm is employed to wind it all up nicely for her. But Clayton's colleague, the brilliant Arthur Edens (Tom Wilkinson), has an apparent mental breakdown. He strips off during a deposition. Then tries to sabotage the entire case. Clayton goes in to 'fix' things, yet he is gradually forced to admit how good the firm has maybe become at making wrong seem right.Much in the tradition of Erin Brockovitch or even Syriana, this is a film that tries to attack the respected authorities while still working within the format of mainstream cinema. (More cynically, it uses high production values and scenes that last no longer than the attention span of passive audiences  supposedly the length of a TV commercial break.)Directed by the man who wrote the Bourne trilogy, Michael Clayton racks up an intelligent suspense movie out of a plot nominally too dry for mass-market appeal. It reminds us of a world of imperatives we all succumb to. Maybe we don't always stop to question our job or its ethics too closely? Finish our overtime. Get reports ready for tomorrow. Close the deal. Have some private life. Let's leave philosophy for people with time on their hands. 'Nothing to do with me.'This is a moral-dilemma-movie that could easily have failed and doesn't. Two hours of lawyer-talk could be enough to bore anyone. But the screenplay cleverly contrasts high-intensity scenes and well-developed characters. Arthur's psychotic ranting. Clooney's impenetrable cool. Swinton's prepared polish. These are displayed in the boardroom. Or uncomfortably restrained emotion in family scenes. The high-stakes backroom card game. Or the simple, almost documentary-like portrayal of one of the plaintiffs claiming damages from U-North.Director Tony Gilroy is in no hurry to play all his cards. By the time murder enters the game, we are so engrossed that it seems like a natural progression.Cinematography by Oscar-nominated Robert Elswit is crucial. Right from the start, we are torn by fascinating contrasts. A long panning shot through expensive, empty offices is coupled with a sound-over of manic rambling. Suddenly the camera wanders into a busy room. An annoying reporter over the phone. And the overheard phrase, ""The time is now,"" brings everything together in the present. Shortly afterwards, a horrific scene in which Clayton is almost killed. Then flashback four days to unravel a 'smoking gun' that can overturn the lawsuit on which lives, careers and whole firms rely.At one point, a shadow on the lower right of the screen could almost be an audience member standing up. As it advances, we see it is Clooney. His 'reality-check' moment  one with which we have been subtly led to identify  then saves his life. The subsequent soul-searching and inner turmoil also provide one of Clooney's most rounded and complex performances to date. (Additional casting is spot-on, with Wilkinson and Swinton both excelling themselves.)Clayton's ability to ask himself difficult questions is matched by Crowder's knack for self-deception. It is a frightening depiction of the legal mastery of words when she gives instructions for the most abominable acts with total deniability.Although the overly obvious Blackberry product-placement annoyed me slightly, I found Michael Clayton a satisfying film without any of the usual over-simplified characters. Threads are pulled together a bit too conveniently towards the end, but it succeeds in never seeming contrived. If you have always put off thinking a little too deeply about where your own life is heading, it might even give you a necessary nudge. But as all-round entertainment to a thinking audience, Michael Clayton is one of this summer's better movies.",1
"After seeing ""Superbad"" last weekend, I needed a grown-up antidote and this movie is certainly that. A slow moving, adult, serious movie with a message.The movie has a number of themes including ageing, corruption, principles and truth. The movie's message is that there is more to life than making money.The acting is uniformly good but Clooney is outstanding. His character is complex and he's pretty unhappy with what he has become. But it's all done very subtly. There are no obvious messages in this movie. As another reviewer wrote, you have to pay attention.Don't read too much into my ""slow moving/slow burner"" descriptions. This movie is not boring. It just doesn't whiz along with one implausible twist after another. It's evenly paced with an almost complete lack of silly plot lines (there was no need for the lawyer in crisis to remove his clothes during a trial).Everyone involved in this movie deserves praise for producing a challenging, grown-up, movie-with-a-message in the face of a torrent of mindless nonsense.Highly recommended.",1
"There aren't many movies that I enjoy watching twice or more, this is certainly one of them. This is in the running to be my favorite movie of all time. This movie can be hard to follow, and can seem vulgar at times, but in reality the dialogue has a higher purpose: to illustrate how we can get lost in our personal objectives and lose track of the bigger picture. The majority of characters in this movie don't fall into the ""good guy"", ""bad guy"" category, they are various shades of gray, just like real people. If one puts themselves in the shoes of the characters, their actions are plausible and consistent with reality. If you don't want to have your brain challenged by a time-line that bounces around and a complicated story that requires the viewer to put the pieces together you might want to save this for another night, but don't miss it, it's an incredible piece of writing and filmmaking.",1
"So are spoken as some of the most desperate words- not crazy, there's a difference- in recent movie memory. Michael Clayton is about the character trying to deal with his hand of fate, which is pretty dire: he's 45, working for 17 years for a law-firm where he's a ""fixer"", cleaning up the problems that can't be solved through simple litigations. Now he has a problem with the chief attorney, the ""legend"" Arthur (Tom Wilkinson) who has just gone streaking after one of the witnesses in a parking lot. The whole case could fall apart, but is there more than meets the eye? Murder, wire-taps, cover-ups, bombs, and at the core the placidity of a straight-laced face (Tilda Swinton), are all apart of the not-too-complicated puzzle.It goes without saying that there is a little more than some debt that Gilroy owes to Network, if only in the face-value to be taken from the characters: the weathered professional, the nut who really has ecstatic truth in the Herzog sense, the cold and exacting woman, and the guy working as a top dog behind the scenes. But where Network was as dark as satires get, if there's any laughter to come out of Michael Clayton it's only in the extremely uncomfortable moments of Wilkinson walking in a daze through Times Square or disrobing maniacally on video, or a couple of chuckles at the wrap-up climax. It's a paranoid thriller where, in reality, it's not exactly paranoia in the strictest sense: if it's really happening, then it shouldn't be something to watch out for. But Gilroy continues to build on a sensibility of paranoia, of the darkness creeping up behind the corporate facade, of the sinister presence of those men in cars and vans with total access to whatever and whenever with the target. And you thought the Bourne movies- co-written by Gilory- were tense genre pieces.What makes a film like Michael Clayton end up as memorable as it is, almost essential for those wanting to go to the movies for a serious drama without pretense or extreme melodrama, is the script and the performances. It's indeed such a strong script that it surely covers over the direction- as a directorial debut it feels like the work of a professional with countless years behind the belt, with a few notes of experimentation (the opening rambling voice-over on the looming, still shots of the empty rooms at the office at night, and the final shot as something that breaks away from what could be a bit more predictable and instead kind of haunting). And it's something as literate as this that allows for actors to go for what they can do best: for Wilkinson, Oscar worthy to a T, it's both subtle and over-the-top with Arthur, at one point making a masterful stroke of carrying loaves of bread; Swinton makes the careful act of preparation and looking at a mirror like it's everything to the character; Pollack, solid as usual, not too much to say.Then there's Clooney. Already one of those leading men in Hollywood that has enough clout to probably get Sim City made into a movie if he wanted to, when given a serious and complex enough part to dive into (which has been frequent lately save for the Ocean movies) he's near perfect. I love seeing him on the brink of exploding at Arthur when he first sees him going on and on in the prison cell, or when he levels with his kid about his druggie-bum brother, or just in the way he looks frightened and unsure at some horses in a field. And the aforementioned shot couldn't be done so well by anyone else- you don't want to leave the theater even as the credits roll by, because he might do something, something slight behind the usual super-handsome exterior as he leaves the audience wanting to see more. It's an excellent genre film, but it's probably one of the few near perfect performances of the actor's career (and yes, I include Return of the Killer Tomatoes in that group).",1
"This is a well-made suspense film. It builds slowly, it features the key characters in sometimes agonising close-up, it weaves an intricate plot (a bit too intricate, in hindsight -- I'm still not sure why some events were included), and George Clooney is masterful as the morally conflicted character who does his best to hold his collapsing life together, while slowly realising that his role in life is not quite what he thought it was in any case.There are some things this film is not. It's not an action film ... if you expect that, it will seem very slow. It's not a warm and friendly film that leaves you feeling good about the world -- it was shot in winter, just to emphasise its coldness. It's not a comedy in any way, not even through being over-the-top. It's reality rather than escapism.If you like suspense, unflinching realism, stories of moral conflict, criticisms of corporate America, or George Clooney -- or if you're just in the mood to see that kind of film -- you'll love it. If you're in the mood for a film to wash away the cares of the day (as I was), choose something else.",1
"Michael Clayton is the name of the best lawyer in the powerhouse litigation firm of Kenner, Bach, & Ledeen. So good, he's not allowed to waste himself in court; he's used to clean up the messes the firm's rich and powerful clients cause -- and he's damn good at his job. Problem is, it's destroying him from the inside out. At least...it's doing so until he slams headlong into a problem that forces him to see the decay growing within. That problem comes in the form of a brilliant but guilt-ridden attorney named Arthur Edens, whose spectacular meltdown during a deposition has thrown a HUGE class-action suit against a conglomerate called UNorth into turmoil. Michael is sent to get him back under control...or else, thus setting in motion what is, in my mind, one of the most breathtaking suspense dramas I've seen in years.Starting with a tight, stunning script by Tony Gilroy, this movie has every cylinder firing in perfect sync. The acting is, without exception, exceptional. George Clooney takes a vile human being and inhabits him with such sympathy and understanding, he becomes just another man fighting to keep his life going who IS still capable of decency. (The moment where, after Michael's son has seen a beloved uncle who's an addict come groveling for forgiveness, he stops the car and lets the boy know he's stronger than that uncle is so right and so perfect, I nearly wept.) And Tilda Swinton's litigator, Karen Crowder, is so desperate and unsure, you can almost understand why she makes some of the decisions she does. And Tom Wilkinson blazes across the screen as Arthur Edens, who has finally seen the evil within himself and wants to make it right but who, despite all his legal brilliance, is still naive enough to think he can get away with it.The direction is taut, cinematography and editing cool and precise, and all are at the service of an elegant work that uses the suspense genre to illuminate a filthy world that has been glossed over by money and power. Magnificent in every way.",1
"In a world over-run by corporations and lawyers, the little man rarely wins. It takes a big man to keep that world in order. But sometimes another big man comes along to show who really is the big man. Or is it a woman? That said, no big man would exist without the little man - the outsider.While you can watch this movie and see a good story develop, the story makes an interesting shift. The people become the story once the initial story has laid to bare the reason for the peoples' existence.I enjoyed it for that very reason. The characters were all extremely interesting thanks to great performances by everyone. Clooney, Wilkinson, Pollack and especially Tilda Swinton(White Witch from Narnia) - I am in love with her acting ability. I will be doing some back-tracking to catch up on what I have missed from her. In Narnia, she was deliciously evil and in Clayton, she couldn't be any worse at being evil, but that was her character. It was fun to watch how she made weakness such a strength.Wilkinson is such an all around great actor and makes his character seem lovable although pitiful and downright nasty for reasons I won't bring up here. Wilkinson definitely delivers.Clooney provided the best performance in a long time. I think Clooney has long been an interesting performer but this role is just one of his best - dedicated, sometimes mysterious, loving and charming; even funny and sad.You may look for more in the story line but you may miss the best part if you don't accept that the people are the story once the movie gets rolling.8 of 10",1
"I'm a student of noir. Its an American invention, something like jazz, and has colored film and therefore narrative deeply and permanently.My definition of noir centers on the world between the viewer and the story. In the ordinary instance, the characters (usually one man and his girl) find themselves in a world where the laws of cause and happenstance are artificial. Things don't happen as they normally would in life, rather they are arranged. Things are artificially jiggered to produce a story that works for the storyteller. Odd circumstances. Strange coincidences. Unlikely relationships. Things serialized, compressed and displayed for the convenience of the viewer. The thing that's characteristic of conventional noir is that the thing starts with a real reality. We have a common fellow, nominally a Jimmy Stewart type, who is living a normal life and who gets lifted into a noir fate. What makes this so flexible is that we the viewer become gods, jerking around the character. This allows for all sorts of clever ironies and narrative folding because we implicitly become agents in the story.But if you are a modern screenwriter or filmmaker, your greatest challenge (usually) is what to do about this. Its something that Soderbergh and Clooney worry about. What we have here is pretty basic noir, elaborated in three dimensions.The first is that they chose to make our noir hero a full character. No Philip Marlowe here; this guy is comparatively fleshed out and played by someone who knows how to do so.The second twist has been done before. They add in the world of law. That world has a different ontology in matters of cause and truth, so is a handy one for noir games. For lawyers if something really is true it doesn't matter. Its only true if there is admissible proof that it is so. Cause, the basic thing that is at the root of noir fate, has a similar disconnect between the real and the legal. Normally, this would just be a background element. But here there is something novel. Clayton's son has a fixation on precisely these matters of real and unreal worlds. There's lots of talk about how they blend, and a terrific device of a lawyer who decides to ""change sides."" That means shifting from the evil corporation to the ordinary girl, at the same time shifting from memos to a fantasy book  he literally puts a ""new cover"" on a key document. And he shifts from sanity to madness. A key plot point, by the way is that he never did anything without leaving a memo.This is terrific writing and reason to see the thing by itself. Kid, book, reality.The third twist is that we have two noir characters. The woman here isn't just a moll along for the ride. She's Tilda Swinton for heaven sakes, someone equally caught up in circumstance. She's probably in her position because of past sexual favors and trying hard to ""perform."" She's as manipulated by the story as the Clooney character. Its a bit novel and very well done. She's good to have around.Ted's Evaluation -- 3 of 3: Worth watching.",1
"I have to say that I didn't expect much of Michael Clayton. But it has grown on me in such a way, reassuring me with it's decided desolate aura, that I owe a review to those in a doubtful measure.Although it starts with some idle comings and goings, the first reaction we have is to alienate with Clayton. He is battered down, morally ambiguous, suffered. If one watches closely his eyes, one can discover within how a feeling of despair takes over. Clooney is a very happy, cheerful guy: you will appreciate his work, how he lets Clayton dominate Clooney.In here, the lawyer of the title must decide which side to take in an important lawsuit after his friend changes sides and endangers himself. Is he helping the good guys? How can he tell, deep Inside? The film carries the moral dilemmas, the strangled fight between choosing the good and the correct. Gilroy commanded a brilliant, harrowing script. But Clooney is the definite star, with his sadness, empathy. His sorrow is deeply moving. The Grey, moisturized environments, carefully veiled with a soft mist. Clooney's interior acting, arising within his foggy emotions. This film is not cheerful, it's somehow depressing. But it's a must see.",1
"I saw ""Michael Clayton"" again today probably for the 20th times. This film has amazed me of the right balance, timing, touch, probability, possibility, and still continues to be a wonderful piece of storytelling at my 20th viewing. The premise is most simple, bordering on a soap opera plot. A gray-area guy wakes up against the corrupt and evil surrounding he used to be all right with. He gets to the bottom of his personal and professional life, and wants to crusade against all the wicked hands that feed him. The central theme here is anguish, which I do not know any worldly and sane person not to have. It is a story of greed, money, betrayal, violence, and self-doubts. A few secrets of this film's success, as far as performances go, I believe, are the followings: 1) the likable nature of George Clooney's character 2) the absolutely non-penetrative nature of the character of Tilda Swinton 3) the wonderful madness of the character of Tom Wilkinson 4) the cold-blooded charm of the character of Sydney Pollack. These four main players are with realism and acting internalization. The director Tony Gilroy must have been a great explainer to get all the characters understand inside-out of what they are, aren't, up to, and not up to, otherwise it would have led to shallower performances. I think it is rare to find a film enable us to understand and take a strange compassion towards the so-called ""bad guys"" (in this case, including one very bad girl). The reason is that everyone operates in fear and instability. No one is God and no one is Satan by design. ""Michael Clayton"" becomes the film's title because the bucks stop here. You can follow his final departure from the Grand Ball Room to the escalator and into a taxi, whose driver is instructed to ""just drive for the $50's worth"", and you can judge if Michael Clayton of the world can continue to be a shock absorber for them all, being Gods or Satans. My opinion is: it is a worthily meditative ending of a worthy film.",1
"Michael Clayton is an extremely slow movie that is well worth seeing. So please resist the urge to turn off the movie...I felt a bit like doing this early on in the story.Michael Clayton (George Clooney) is a fixer...a lawyer whose job it is to make clients' problems disappear. So, it's obvious early on that he is NOT a nice guy...not the sort of person you'd expect to be a hero. Add to that his huge gambling debts and you've got a really screwed up man. When he becomes involved in a case where his law firm is representing a chemical company in a class action lawsuit, however, his malleable morals are challenged. Is there something he won't hide?This is a good movie that was nominated for several Oscars and one one for Tilda Swinton for Best Supporting Actress. Well, while the film is good, I can only assume it was a slow year. Yes...it's good. But a Best Picture nominee? And Swinton's performance, though good, was relatively small for the Best Supporting Actress statuette. Still, it is good....just don't expect it's great...which all the nominations would seem to imply.By the way, one of the little things about the film I loved was the scene where Clayton needed to kick in a door. Unlike most TV shows and movies, it took a LOT of repeated effort to kick the door off the frame...an unusually realistic scene indeed.",1
"This film marks an incredible directorial debut for Tony Gilroy. He was an accomplished screenwriter - and his script for MC is immaculate - but his direction was inspired with confidence and craftsmanship. Immaculate performances across the board - especially from Tilda Swinton and Tom Wilkinson. Masterful storytelling and nearly perfect execution. The look and feel of the world was perfectly calibrated. It's one of the those films that gets even stronger with age. There's so much happening in his film, to re-watch is overcome with revelations. I love this film so much. I really wish they made films this smart and well-crafted more often these days. It's just not the kind of film that movie studios care to make anymore. Sadly.",1
"Michael Clayton is a fixer at a major New York law firm; in the opening scenes we see him receive a phone call asking him to help deal with a client involved in a hit-and-run case. Shortly after meeting the man he is driving along and stops to stretch his legs and admire some horses it is lucky that he did as his car explodes! We then jump back four days. His firm is representing a major agricultural supply company that is being sued in a class action case because one of its products was carcinogenic Arthur Edens, the senior lawyer in charge of the case, had a manic episode while talking to one of the claimants and got undressed! Michael brings Arthur back to New York; Arthur is rambling about the firm being on the wrong side; there is evidence that the company knew their product was dangerous and did nothing to stop it. With a potential multi-billion dollar pay-out being sought the company is prepared to do just about anything so Arthur and Michael are soon in real danger.This is an impressive thriller; the introduction nicely makes us think the film will be about a slightly sleazy lawyer trying to get a wealthy client off a hit and run case before showing him telling the man that he isn't the person for the job; perhaps he isn't so sleazy; then the explosion makes one wonder just what he is caught up in by now I was gripped. The main story of a corporation that puts profit before people may not be the most original but that doesn't matter it provides a good reason to give us a gripping story. The subplot involving money Clayton owed did feel a little superfluous but it could be argued that it made him slightly more open to corruption; something that matters towards the end. Tension is fairly high throughout; once we've seen the explosion we know that there are very dangerous people involved. The cast does a fine job; George Clooney is on great form as the eponymous Michael Clayton and Tilda Swinton is solid as the general counsel of the agricultural company. The rest of the cast are pretty good too. Overall this is a solid thriller for those wanting tension without shootouts and frequent explosions.",1
