comment_id,comment_body,submission_id
h43dyvo,"Stunning stunning film and stunning performances by all the artists.  
Thank you ?uestlove",ocet2k
h637xof,"Man this was so good, surprised there’s not more discussion about it considering it’s on Hulu.",ocet2k
h4u1i90,Just INCREDIBLE,ocet2k
h465s3q,The editing was insane. Like .7 second clips strung together back to back to back. So many cuts. It was jarring.,ocet2k
hqufmr9,"Anybody has information on the stage band members ? (musical director, drummer, bass, horns etc.)",ocet2k
h3w1nlq,"White people. That’s really it. That poem at the end by Nina is something white people wouldn’t (and let’s be honest, most still wouldn’t) be able to handle.... even though white people rioted over 2 black people going to their college.",ocet2k
h56204u,"I saw ""Summer of Soul"" at my art-house theater here in Cincinnati for the second time last night. I have been so overwhelmed by this movie the first time ( a week ago) that seeing it a second time was a no-brainer, and in fact I may go see it yet again. I see a lot of movies. This movie is THE BEST MOVIE OF 2021 to date. Moreover, I will go on record already that this will get an Oscar nomination for Best Documentary.   
All that aside: is anyone as perplexed as I am that (i) there is no soundtrack released, not even as a download, and (ii) I have not been able to track down in any way, shape or form, a listing of all the songs that are featured in the documentary. Has anyone had any better luck?",ocet2k
h3w24oa,"That was probably my favorite part besides Stevie’s performance and the ending. That moment where you saw how blacks and whites felt about the moon landing is what really tied the film, and the festival itself, together for me.",ocet2k
h46dm3p,"The editing of the 60s icons dying with the next one to die talking about the previous one’s death (i.e. Malcolm talking about JFK, Martin talking about Malcom, Bobby talking about Martin) was subtle but wildly impactful at quickly conveying the thread they all shared.",ocet2k
h467bo4,"While watching my mother said - ""Who ever edited this should win awards"".

I agree. The editing was off the charts.

Questlove had the footage and put it on a loop anywhere he went for 4 or 5 months - but it was in the edit that it became great.",ocet2k
h6f8hr3,Reminiscent of Gil Scott-Heron’s [Whitey On The Moon](https://youtu.be/goh2x_G0ct4),ocet2k
h44nnh5,Mavis stole the show,ocet2k
h4bctgn,"
>The direction by Questlove is revelatory. Brilliant all around.

Normally I'd be inclined to resist all the cut-ins of interviews during the performances, but they're edited in over the music with such a rhythm and potency that they just belong there.  This thing just sizzles the whole length, it's amazing.",ocet2k
h8h3chn,"I cannot stop thinking about it. Moved my bones watching it on my laptop in 2021, can only imagine how it must have felt to hear and witness that in 1969 at Mount Morris Park",ocet2k
i44b4ji,I’ve got to revisit gospel music. It’s all there. Damn it’s powerful.,ocet2k
h4bcioy,A making-of would be fantastic.,ocet2k
h3zdicc,"Dear Questlove,

Thank you for mapping out my History of American Music curriculum!

Sincerely,
Every HS Music teacher",ocet2k
h4141ru,"Absolutely. I mean, in the movie we get one or two BOMBASTIC performances from each artist. What was left on the cutting room floor?",ocet2k
h44y9ws,I want the playlist!!,ocet2k
h4lfuq3,"I can't wrap my head around how Wonder was only NINETEEN years old when this happened.

This movie was phenomenal.",ocet2k
h4zy2q5,"Is that guy Berry Gordy?

He wasn’t known for treating his artists well. Same as every other record exec. 

In 1969, 19-year-old Stevie already had 10(!) albums under his belt. As a minor, all of his royalty earnings were held in a trust until he was 21. Which was just over a year away. 

And also when his Motown contract was up. 

I think we’re seeing Stevie letting Berry know who held all the cards here. 

Stevie got everything he wanted when he turned 21.

Edit: background link https://www.arkansasonline.com/news/2021/jul/11/on-stevie-wonder-and-the-summer-of-soul/?news-columnists",ocet2k
h46jk6u,"I watched that clip.  I recall seeing them interact near the beginning of the film, and, at the time, I felt that whatshisname was uncomfortable with Stevie Wonder getting in his personal space.  The end tied in perfectly with that.  Yet, at the same time, my sympathy wasn't with Mr. Wonder.  Frankly, while it *was* funny, it also felt cruel.",ocet2k
h3ty7fr,"Same, it was definitely one of the better films for me.",ocet2k
h3u1a5x,Agreed.,ocet2k
hjpl63x,I’m curious why that little tense exchange was included (hidden at the end) too. 🤔,ocet2k
i35pxmy,"Same here
Need some context",ocet2k
ifsqp0o,"According to this article in Hollywood Reporter, it was just a bit of joking around by Stevie and his
musical director Gene Key. Not a real conflict. https://www.hollywoodreporter.com/movies/movie-reviews/summer-of-soul-film-review-sundance-2021-4116564/",ocet2k
h6lxdiy,The Mahalia Jackson/Staples performance fucked me up. Amazing.,ocet2k
h4envz0,"Im still hoping a deluxe edition, with the full sets of the artists, becomes released",ocet2k
h4ohjoc,That little bit of Sonny was intense!,ocet2k
h4bdd6d,Lord there ought to be.,ocet2k
h3xgoz9,I loved how subversive it was 🔥🔥 No wonder they didn’t want to do any sort of mass release.,ocet2k
h3w1x0j,"Sounds about right.  A festival with a roster like that deserves to be revered as the stuff of legend, and it’s appalling, criminal, even, that it isn’t.  Hopefully this film changes that.",ocet2k
h4ca96d,White people back then. Don't count me in as a generalization because of my skin colour.,ocet2k
h44tojb,THIS!,ocet2k
hxqh6bg,Old comment but there is a soundtrack on Apple Music now. Not sure if it’s all the songs though (and seems out of order?),ocet2k
i1msq40,If you watch the credits all the songs down to Stevie Wonder’s Drum Solo are listed… hope you caught that in one of your multiple viewings.,ocet2k
h43g9gp,I think saying “how whites and blacks felt” is far too stark. The news likes to present shocking sound bites and it is very possible that not everyone felt like the people interviewed. Pretty sure there were white kids at Woodstock who would have the same sentiments as the black kids. My dad was military and he and his black friends would have said the same as the white adults. I’m not saying that one is right and one is wrong I’m just saying that it’s not black and white.,ocet2k
hvy1gd0,Yo! I didn't even really catch that.,ocet2k
hs15qiy,I really expected Questlove to use it during the Apollo 11 footage. Maybe in the editing room it came across as too on-the-nose?,ocet2k
h4m5g8j,"He released ""My Cherie Amour"" that same year!",ocet2k
h4ohglj,....and blind!,ocet2k
h50zjev,"Also that's Gene Key, Stevie's band leader.",ocet2k
h50yryt,Phillip Martin is a great writer and the Demazette is lucky to have him.,ocet2k
h4ept2y,"If this doesn’t get a Criterion release I’ll be STUNNED, especially with their Hulu deal.",ocet2k
h42yqmc,"Part of it is that it wasn't a festival, it was a series of concerts that took place over the course of a couple of months.  So it didn't have the same aura and get as much attention as Woodstock, which was all packed into 3 days .",ocet2k
h3w2tlb,"It’s easier said than done my friend. It sucks to say, but if it wasn’t for Questlove, that film footage would still be waiting to be released by someone who wanted to make it happen. 

I really commend Questlove for bringing this to light, cause I had heard of “Black Woodstock” once I actually saw the Woodstock film for the first time and became obsessed with the event, but so little was known based on my searches, I thought it wasn’t a big thing. Quest did a fantastic job showing how much this event meant to black people",ocet2k
h4dogl2,"> White people back then

I’m sorry. I’m a little confused by that statement. Are you talking about the white people back in the 60s? Or the white people that elected a reality tv host as President under the guise of white supremacy, and then created an insurrection over the fact he lost? You should clarify on that 

> Don’t count me in as a generalization cause of my skin color 

This is always an interesting response to me. The white race seems to be the only one that doesn’t look at themselves in the context of race. They’re the only one where the people feel we should look at the individual, and not the race as a whole. As I recall, there was no point in Nina’s poem where she said “are you ready to fight?... except for that whitey over there that showed up in support. Good on them.” As a white Jew, she was calling us all out.

Your defensive response to my comment is what I was talking about when I said most white people wouldn’t be able to handle it. Your response is just more subtle than a lot of other white people who would have an outright problem with it.",ocet2k
hxty0q8,"I haven't seen the Apple Music listing, but in fact the official soundtrack was released on CD about a month ago. Very generous (80 min. running time), but nevertheless very incomplete. I don't understand why they didn't release it as a double CD. The running order of the songs is exactly as we hear and see it in the documentary, though.

Here a link to Amazon's listing of the CD:

[https://www.amazon.com/Revolution-Televised-Original-Picture-Soundtrack/dp/B09MYVY9X9?ref=pf\_ov\_at\_pdctrvw\_dp](https://www.amazon.com/Revolution-Televised-Original-Picture-Soundtrack/dp/B09MYVY9X9?ref=pf_ov_at_pdctrvw_dp)

And just in case you weren't aware of it, the DVD is now out as well. Sadly its a straight reissue of the film, and hence no bonus materials whatsoever.

Here a link to Amazon's listing of the DVD:

[https://www.amazon.com/Summer-Revolution-Could-Televised-Feature/dp/B09NT15Q9N?ref=pf\_ov\_at\_pdctrvw\_dp](https://www.amazon.com/Summer-Revolution-Could-Televised-Feature/dp/B09NT15Q9N?ref=pf_ov_at_pdctrvw_dp)",ocet2k
h8d8cbf,We are living in a time where everything is about what tribe you belong to and I'm really sick of it,ocet2k
h51s14k,Thanks!,ocet2k
h3zd6w6,">showing how much this event meant to black people. 

On both sides of the stage. The 5th Dimension portion of the documentary was very moving.",ocet2k
h4ejqlt,"I'm not a bad White dude, you should write a book I'm not going to read all of that

Edit: do you realize you're actually racist?",ocet2k
h454h13,I legit started crying when they got people from the crowd to come up and dance with them. They come off as adorable as all hell.,ocet2k
hmmo2x0,YES!,ocet2k
h4elcip,Lol it’s only 3 paragraphs. So you’re uneducated too. Got it 👍,ocet2k
h4elqqy,Did you just say you're uneducated?,ocet2k
h4enjdn,"..... lmao. Holy fucking shit. At first I was being sarcastic, but now I actually believe that you are a fucking dumbass. Hahahaha. Thanks for the genuine laugh man. I appreciate it. I’m just gonna block you now.",ocet2k
h4epu29,"Thank god, you were getting annoying",ocet2k
h8d81jh,you do sound a bit racist imho,ocet2k
